Compte,Libelle,Cpte_Ppal,Etat_Passif,Etat_Actif,Passif,Actif,Sens,CpteFinEnc,CpteFinEnc2,Bal_Entree,Recette_Budgetaire,Depense_Budgetaire,Recette_Fiscale,Section_Budget,Origine_Recette,Section_Budget_Tri,Acteur_Tresor,Acteur_Impot,Acteur_Autres,DetailsPlus,DansDetail,Libelle2,Situation_Tresorerie,Rang
"4688","Différence compensées par couverture de change",1,0,0,1,0,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,354
"469","Ecart de conversion – passif",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,355
"4690","Augmentation des créances",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,356
"4691","Diminution des dettes",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,357
"4698","Différences compensées par couverture de change",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,358
"47","COMPTES D’ATTENTE OU D’IMPUTATION PROVISIOIRE",0,0,0,1,1,"I",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,359
"471","Compte d’attente",0,0,0,1,1,"I",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,360
"4710","Recettes à classer et à régulariser",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,361
"4711","Dépenses à classer et à régulariser",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,362
"4712","Excédent de versement à rembourser",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,363
"4713","Recettes perçues par anticipation",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,364
"48","CREANCES ET DETTES HORS ACTIVITES ORDINAIRES",0,0,0,1,1,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,365
"481","Fournisseurs d’investissement, effets à payer",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,366
"482","Dettes pour acquisition de titres de placement",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,367
"483","Autres dettes Hors Activités Ordinaires",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,368
"484","Créances sur cessions d’immobilisations",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,369
"4840","En compte",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,370
"4841","Effets à recevoir",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,371
"4848","Factures à établir",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,372
"4849","Retenues de garantie",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,373
"485","Créances sur cession de titres de placement",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,374
"487","Autres créances Hors Activités Ordinaires",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,375
"49","DEPRECIATIONS ET RISQUES PROVISIONNES",0,0,0,1,1,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,376
"490","Dépréciations des comptes fournisseurs",1,0,0,0,1,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,377
"491","Dépréciations des comptes clients et redevables",0,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,378
"4910","Créances litigieuses",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,379
"4911","Créances douteuses",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,380
"493","Risques provisionnés",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,381
"50","TITRES DE PLACEMENTS ET VALEURS ASSIMILEES",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,382
"501","Titres de placement à l’intérieur",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,383
"502","Titres de placement à l’extérieur",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,384
"509","Autres titres de placement et valeurs assimilées",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,385
"51","VALEURS A ENCAISSER",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,386
"511","Effets à encaisser",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,387
"512","Effets à l’encaissement",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,388
"513","Effets rejetés",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,389
"514","Chèques à encaisser",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,390
"515","Chèques à l’encaissement",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,391
"516","Chèques impayés",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,392
"517","Cartes de crédit à encaisser",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,393
"519","Autres valeurs à l’encaissement",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,394
"52","BANQUES, ETABLISSEMENTS FINANCIERS ET ASSIMILES",0,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,395
"521","Compte au Trésor",0,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,396
"5210","Compte principal au Trésor",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,397
"5211","Compte au Trésor n°1",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,398
"5212","Compte au Trésor n°2",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,399
"5213","Compte au Trésor n°3",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,400
"5214","Compte au Trésor n°4",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,401
"5215","Compte au Trésor n°5",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,402
"5216","Compte au Trésor n°6",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,403
"5217","Compte au Trésor n°7",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,404
"5218","Compte au Trésor n°8",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,405
"5219","Autres comptes au Trésor",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,406
"522","Banques primaires",0,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,407
"5220","Banque n°1",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,408
"5221","Banque n°2",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,409
"5222","Banque n°3",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,410
"5223","Banque n°4",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,411
"5224","Banque n°5",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,412
"5225","Banque n°6",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,413
"5226","Banque n°7",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,414
"5227","Banque n°8",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,415
"5228","Banque n°9",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,416
"5229","Autres banques",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,417
"523","Etablissements financiers et assimilés",0,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,418
"5230","Etablissement financier ou assimilé n°1",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,419
"5231","Etablissement financier ou assimilé n°2",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,420
"5239","Autres établissements financiers et assimilés",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,421
"524","Opérateurs de monnaie électronique",0,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,422
"5240","Opérateur de monnaie électronique n°1",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,423
"5241","Opérateur de monnaie électronique n°2",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,424
"5249","Autres opérateurs de monnaie électronique",1,0,0,0,1,"D",1,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,425
"54","INSTRUMENTS DE TRESORERIE",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,426
"541","Métaux précieux",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,427
"5410","Or",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,428
"5419","Autres métaux précieux",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,429
"542","Instrument de marchés à terme",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,430
"55","AVANCES DE TRESORERIE VERSEES",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,431
"551","Avances aux établissements publics locaux",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,432
"5510","Avances aux établissements publics locaux n°1",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,433
"5511","Avances aux établissements publics locaux n°2",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,434
"5512","Avances aux établissements publics locaux n°3",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,435
"5519","Avances aux autres établissements publics locaux",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,436
"552","Avances aux structures à comptabilité distincte",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,437
"5520","Avances aux structures à comptabilité distincte n°1",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,438
"5521","Avances aux structures à comptabilité distincte n°2",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,439
"5522","Avances aux structures à comptabilité distincte n°3",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,440
"5523","Avances aux structures à comptabilité distincte n°4",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,441
"5524","Avances aux structures à comptabilité distincte n°5",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,442
"5525","Avances aux structures à comptabilité distincte n°6",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,443
"5526","Avances aux structures à comptabilité distincte n°7",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,444
"5527","Avances aux structures à comptabilité distincte n°8",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,445
"5528","Avances aux structures à comptabilité distincte n°9",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,446
"5529","Avances aux autres structures à comptabilité distincte",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,447
"553","Avances aux autres organismes publics",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,448
"56","CREDITS DE TRESORERIE",0,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,449
"561","Avances de trésorerie reçues de l’Etat",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,450
"562","Avances de trésorerie reçues d’autres collectivités",0,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,451
"5620","Avances de trésorerie reçues des régions",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,452
"5621","Avances de trésorerie reçues des communes",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,453
"5622","Avances de trésorerie reçues des groupements de collectivités territoriales",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,454
"563","Avances de trésorerie reçues d’institutions financières",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,455
"569","Autres avances de trésorerie",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,456
"58","REGIES ET VIREMENTS INTERNES",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,457
"581","Régies",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,458
"5810","Régies n°1",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,459
"5811","Régies n°2",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,460
"5812","Régies n°3",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,461
"5813","Régies n°4",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,462
"5814","Régies n°5",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,463
"5815","Régies n°6",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,464
"5816","Régies n°7",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,465
"5817","Régies n°8",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,466
"5818","Régies n°9",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,467
"5819","Autres régies",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,1,,0,468
"588","Virements internes",1,0,0,0,0,"I",0,0,0,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,469
"59","PROVISIONS POUR DEPRECIATION DES COMPTES FINANCIERS",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,470
"60","ACHATS DE BIENS",0,0,0,0,0,"I",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,471
"601","Matières, matériels et fournitures",0,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,472
"6010","Produits pharmaceutiques",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,473
"6011","Carburant, lubrifiants et combustibles",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,474
"6012","Produits alimentaires",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,475
"6013","Produits et consommables informatiques",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,476
"6014","Produits vestimentaires",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,477
"6015","Produits d’entretien ménager",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,478
"6016","Fournitures de bureau",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,479
"6017","Acquisition petit matériel, outillage et mobilier",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,480
"6019","Autres matières, matériels et fournitures",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,481
"603","Variation des stocks de biens achetés",1,0,0,0,0,"I",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,482
"605","Eau, électricité, gaz et autres sources d’énergie",0,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,483
"6050","Eau",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,484
"6051","Electricité",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,485
"6052","Gaz",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,486
"6059","Autres sources d’énergie",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,487
"606","Matériels et fournitures spécifiques",0,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,488
"6060","Matériels et fournitures médicaux et bio médicaux",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,489
"6061","Matériels et fournitures scolaires",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,490
"6062","Matériels et fournitures de voirie",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,491
"6063","Semences et plants",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,492
"6064","Produits phytosanitaires",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,493
"6065","Engrais et fumures organiques",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,494
"6066","Matériels et fournitures de sport",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,495
"6067","Matériels et fournitures de culture et de loisirs",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,496
"6069","Autres matériels et fournitures spécifiques",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,497
"609","Autres achats de biens",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F001",0,0,0,,0,,0,498
"61","ACQUISITIONS DE SERVICES",0,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,499
"611","Frais de transport et de mission",0,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,500
"6110","Frais de transport des élus à l’intérieur",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,501
"6111","Frais de transport des élus à l’extérieur",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,502
"6112","Frais de transport des administratifs à l’intérieur",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,503
"6113","Frais de transport des administratifs à l’extérieur",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,504
"6114","Frais de transport de matériel et de mobilier",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,505
"6115","Frais de mission des administratifs à l’intérieur",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,506
"6116","Frais de mission des administratifs à l’extérieur",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,507
"6119","Autres frais de transport et de mission",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,508
"612","Loyers, charges locatives et de copropriété",0,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,509
"6120","Location de terrain",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,510
"6121","Location de bâtiments",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,511
"6122","Location de matériel, mobilier et outillage",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,512
"6123","Location de matériel de transport",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,513
"6124","Location d’engins de génie civil",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,514
"6125","Charges de copropriété",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,515
"6126","Crédit-bail",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,516
"6129","Autres locations et charges locatives",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,517
"613","Frais de télécommunications",0,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,518
"6130","Frais d’hébergement de site WEB",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,519
"6131","Frais de téléphone",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,520
"6132","Frais d’abonnement aux TIC",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,521
"6139","Autres frais de télécommunication",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,522
"614","Entretien, réparation et maintenance",0,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,523
"6140","Entretien de terrains",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,524
"6141","Entretien de cimetières",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,525
"6142","Entretien de bâtiments",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,526
"6143","Menues dépenses",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,527
"6144","Entretien et réparation de voiries et de réseaux",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,528
"6145","Entretien et réparation de matériels, outillages et mobiliers",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,529
"6146","Entretien et réparation de matériels de transport",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,530
"6147","Maintenance et réparation du matériels informatiques,",1,0,0,0,0,"D",0,0,0,0,1,0,"Fonctionnement","NonApplicable","F002",0,0,0,,0,,0,531
